stake,yr,d1,d2,d3,lat,lon,elevation,rhow,rhos,bw_stratigraphic,bs_stratigraphic,ba_stratigraphic,bw_floating_date,bs_floating_date,ba_floating_date,RGIId,GLIMSId,Name
hn14,2017,18/10/2016,04/05/2017,04/10/2017,64.8929184,-18.8587177,1339.8,564,600,1.89,-1.74,0.15,1.79,-1.64,0.15,RGI60-06.00238,G341093E64901N,
hn14,2018,04/10/2017,02/05/2018,09/10/2018,64.8929184,-18.8587177,1341,447,600,1.49,-1.33,0.17,1.39,-1.03,0.37,RGI60-06.00238,G341093E64901N,
hn14,2019,09/10/2018,01/05/2019,05/11/2019,64.8929184,-18.8587177,1343,585,,1.7,-2.05,-0.36,1.4,-1.88,-0.49,RGI60-06.00238,G341093E64901N,
hn14,2020,05/11/2019,01/05/2020,09/10/2020,64.8929184,-18.8587177,1343,465,600,1.55,-1.38,0.17,1.38,-1.14,0.24,RGI60-06.00238,G341093E64901N,
hn14,2021,09/10/2020,30/04/2021,20/10/2021,64.8929184,-18.8587177,1343,495,,1.79,-2.6,-0.81,1.55,-2.3,-0.75,RGI60-06.00238,G341093E64901N,
hn14,2022,20/10/2021,27/04/2022,18/10/2022,64.8929184,-18.8587177,1343,499,600,1.66,-1.28,0.37,1.36,-1,0.35,RGI60-06.00238,G341093E64901N,
hn14a,1991,13/09/1990,20/05/1991,12/09/1991,64.8899343,-18.8215056,1383.4,,,2.1,,,2.1,,,RGI60-06.00238,G341093E64901N,
hn14a,1993,20/09/1992,17/05/1993,15/09/1993,64.8899343,-18.8215056,1382.5,,,1.39,-0.37,1.02,1.39,-0.37,1.02,RGI60-06.00238,G341093E64901N,
hn14a,1994,15/09/1993,12/05/1994,17/09/1994,64.8899343,-18.8215056,1382.1,,,1.7,-0.99,0.71,1.7,-0.99,0.71,RGI60-06.00238,G341093E64901N,
hn14a,1995,17/09/1994,20/05/1995,16/09/1995,64.8899343,-18.8215056,1381.7,,,1.82,-1.56,0.26,1.82,-1.56,0.26,RGI60-06.00238,G341093E64901N,
hn14a,1996,16/09/1995,11/05/1996,03/10/1996,64.8899343,-18.8215056,1381.3,,,1.75,-1.64,0.11,1.75,-1.64,0.11,RGI60-06.00238,G341093E64901N,
hn14a,1997,03/10/1996,17/05/1997,26/09/1997,64.8899343,-18.8215056,1380.9,,,1.21,-1.46,-0.25,1.21,-1.46,-0.25,RGI60-06.00238,G341093E64901N,
hn14a,1998,26/09/1997,15/05/1998,04/10/1998,64.8899343,-18.8215056,1380.5,,,1.41,-1.31,-0.1,1.41,-1.31,-0.1,RGI60-06.00238,G341093E64901N,
hn14a,2000,23/09/1999,13/05/2000,23/09/2000,64.8899343,-18.8215056,1379.1,523,600,1.27,-2.16,-0.89,1.27,-2.09,-0.82,RGI60-06.00238,G341093E64901N,
hn14a,2001,23/09/2000,11/05/2001,28/09/2001,64.8899343,-18.8215056,1378.1,502,600,1.33,-1.28,0.05,1.26,-1.28,-0.02,RGI60-06.00238,G341093E64901N,
hn14a,2002,28/09/2001,09/05/2002,05/10/2002,64.8899343,-18.8215056,1377.2,,,,,0.2,,,0.2,RGI60-06.00238,G341093E64901N,
hn14a,2003,05/10/2002,14/05/2003,24/09/2003,64.8899343,-18.8215056,1376.2,528,600,1.9,-2.39,-0.49,1.9,-2.33,-0.43,RGI60-06.00238,G341093E64901N,
hn14a,2004,24/09/2003,12/05/2004,06/10/2004,64.8899343,-18.8215056,1375.2,518,600,1.62,-2.06,-0.44,1.56,-2,-0.44,RGI60-06.00238,G341093E64901N,
hn14a,2005,06/10/2004,13/05/2005,06/10/2005,64.8899343,-18.8215056,1374.6,509,600,1.68,-1.57,0.11,1.62,-1.17,0.45,RGI60-06.00238,G341093E64901N,
hn14a,2006,06/10/2005,01/05/2006,15/09/2006,64.8899343,-18.8215056,1374.1,440,600,1.72,-1.26,0.46,1.32,-1.26,0.06,RGI60-06.00238,G341093E64901N,
hn14a,2007,15/09/2006,11/05/2007,18/09/2007,64.8899343,-18.8215056,1373.5,500,600,1.2,-1.04,0.16,1.2,-1.03,0.17,RGI60-06.00238,G341093E64901N,
hn14a,2008,18/09/2007,03/05/2008,09/10/2008,64.8899343,-18.8215056,1372.9,426,,1.01,-2.03,-1.02,1,-1.95,-0.95,RGI60-06.00238,G341093E64901N,
hn14a,2009,09/10/2008,03/05/2009,07/10/2009,64.8899343,-18.8215056,1371.7,438,600,1.51,-1.07,0.43,1.43,-1,0.42,RGI60-06.00238,G341093E64901N,
hn14a,2010,07/10/2009,04/05/2010,06/10/2010,64.8899343,-18.8215056,1370.5,456,,0.86,-3.18,-2.31,0.79,-3.11,-2.31,RGI60-06.00238,G341093E64901N,
hn14a,2011,06/10/2010,29/04/2011,27/09/2011,64.8899343,-18.8215056,1369.4,467,,1.2,-1.65,-0.45,1.13,-1.61,-0.48,RGI60-06.00238,G341093E64901N,
hn14a,2012,27/09/2011,07/05/2012,19/09/2012,64.8899343,-18.8215056,1368.2,503,,1.73,-1.95,-0.22,1.69,-1.69,0,RGI60-06.00238,G341093E64901N,
hn14a,2013,19/09/2012,03/05/2013,08/10/2013,64.8899343,-18.8215056,1367,489,600,1.43,-1.32,0.11,1.17,-1.06,0.11,RGI60-06.00238,G341093E64901N,
hn14a,2014,08/10/2013,04/05/2014,08/10/2014,64.8899343,-18.8215056,1367.4,478,600,1.51,-1.72,-0.21,1.25,-1.54,-0.29,RGI60-06.00238,G341093E64901N,
hn14a,2015,08/10/2014,02/05/2015,08/10/2015,64.8899343,-18.8215056,1367.8,409,600,1.73,-0.62,1.1,1.55,-0.47,1.07,RGI60-06.00238,G341093E64901N,
hn14a,2016,08/10/2015,06/05/2016,17/10/2016,64.8899343,-18.8215056,1366.9,418,,1.4,-1.4,0,1.25,-1.33,-0.08,RGI60-06.00238,G341093E64901N,
hn14a,2017,17/10/2016,03/05/2017,03/10/2017,64.8899343,-18.8215056,1366,515,600,2.18,-1.21,0.97,2.11,-1.14,0.97,RGI60-06.00238,G341093E64901N,
hn14a,2018,03/10/2017,02/05/2018,09/10/2018,64.8899343,-18.8215056,1366,442,600,1.71,-1.06,0.65,1.64,-0.66,0.98,RGI60-06.00238,G341093E64901N,
hn14a,2019,09/10/2018,01/05/2019,05/11/2019,64.8899343,-18.8215056,1369,580,,1.97,-2.32,-0.35,1.57,-2.12,-0.55,RGI60-06.00238,G341093E64901N,
hn15,1988,20/09/1987,12/04/1988,24/09/1988,64.86913584,-18.86724069,1445.7,,,1.4,-0.72,0.68,1.4,-0.72,0.68,RGI60-06.00238,G341093E64901N,
hn15,1989,24/09/1988,25/05/1989,20/09/1989,64.86913584,-18.86724069,1445.4,,,2.5,-0.47,2.03,2.5,-0.47,2.03,RGI60-06.00238,G341093E64901N,
hn15,1990,20/09/1989,12/05/1990,13/09/1990,64.86913584,-18.86724069,1445.1,,,2.72,-1.11,1.61,2.72,-1.11,1.61,RGI60-06.00238,G341093E64901N,
hn15,1991,13/09/1990,20/05/1991,12/09/1991,64.86913584,-18.86724069,1444.8,,,5.09,-3.63,1.46,5.09,-3.63,1.46,RGI60-06.00238,G341093E64901N,
hn15,1992,12/09/1991,14/05/1992,20/09/1992,64.86913584,-18.86724069,1444.5,,,3.69,,,3.69,,,RGI60-06.00238,G341093E64901N,
hn15,1993,20/09/1992,17/05/1993,15/09/1993,64.86913584,-18.86724069,1444.1,,,3.12,-0.13,2.99,3.12,-0.13,2.99,RGI60-06.00238,G341093E64901N,
hn15,1994,15/09/1993,12/05/1994,17/09/1994,64.86913584,-18.86724069,1443.8,,,2.66,-0.72,1.94,2.66,-0.72,1.94,RGI60-06.00238,G341093E64901N,
hn15,1995,17/09/1994,20/05/1995,16/09/1995,64.86913584,-18.86724069,1443.5,,,2.86,-1.34,1.52,2.86,-1.34,1.52,RGI60-06.00238,G341093E64901N,
hn15,1996,16/09/1995,11/05/1996,03/10/1996,64.86913584,-18.86724069,1443.2,,,3.08,-1.68,1.4,3.08,-1.68,1.4,RGI60-06.00238,G341093E64901N,
hn15,1997,03/10/1996,17/05/1997,26/09/1997,64.86913584,-18.86724069,1442.9,,,2.47,-1.26,1.21,2.47,-1.26,1.21,RGI60-06.00238,G341093E64901N,
hn15,1998,26/09/1997,15/05/1998,04/10/1998,64.86913584,-18.86724069,1442.6,,,2.17,-0.96,1.21,2.17,-0.96,1.21,RGI60-06.00238,G341093E64901N,
hn15,1999,04/10/1998,15/05/1999,23/09/1999,64.86913584,-18.86724069,1442.3,,,2.3,-0.62,1.68,2.3,-0.62,1.68,RGI60-06.00238,G341093E64901N,
hn15,2000,23/09/1999,13/05/2000,23/09/2000,64.86913584,-18.86724069,1441.6,513,600,2.07,-1.1,0.97,2.07,-0.98,1.09,RGI60-06.00238,G341093E64901N,
hn15,2001,23/09/2000,11/05/2001,28/09/2001,64.86913584,-18.86724069,1440.9,499,600,2.39,-0.9,1.49,2.27,-0.88,1.39,RGI60-06.00238,G341093E64901N,
hn15,2002,28/09/2001,09/05/2002,05/10/2002,64.86913584,-18.86724069,1440.3,459,600,2.48,-1.18,1.3,2.46,-1.18,1.28,RGI60-06.00238,G341093E64901N,
hn15,2003,05/10/2002,14/05/2003,24/09/2003,64.86913584,-18.86724069,1439.6,523,600,2.85,-1.81,1.04,2.85,-1.7,1.15,RGI60-06.00238,G341093E64901N,
hn15,2004,24/09/2003,12/05/2004,06/10/2004,64.86913584,-18.86724069,1438.9,508,600,2.33,-1.35,0.97,2.22,-1.3,0.91,RGI60-06.00238,G341093E64901N,
hn15,2005,06/10/2004,11/05/2005,05/10/2005,64.86913584,-18.86724069,1438.3,513,580,2.96,-1.19,1.77,2.91,-0.76,2.15,RGI60-06.00238,G341093E64901N,
hn15,2006,05/10/2005,30/04/2006,14/09/2006,64.86913584,-18.86724069,1437.7,482,590,3.27,-0.87,2.4,2.84,-0.87,1.97,RGI60-06.00238,G341093E64901N,
hn15,2007,14/09/2006,08/05/2007,19/09/2007,64.86913584,-18.86724069,1437.1,523,580,2.92,-0.97,1.95,2.92,-0.92,2,RGI60-06.00238,G341093E64901N,
hn15,2008,19/09/2007,06/05/2008,08/10/2008,64.86913584,-18.86724069,1436.5,505,580,3.61,-1.07,2.54,3.56,-0.97,2.59,RGI60-06.00238,G341093E64901N,
hn15,2009,08/10/2008,04/05/2009,07/10/2009,64.86913584,-18.86724069,1435.7,460,580,2.38,-0.75,1.63,2.28,-0.53,1.75,RGI60-06.00238,G341093E64901N,
hn15,2010,07/10/2009,03/05/2010,07/10/2010,64.86913584,-18.86724069,1434.8,467,,1.73,-2.32,-0.59,1.51,-2.17,-0.66,RGI60-06.00238,G341093E64901N,
hn15,2011,07/10/2010,02/05/2011,28/09/2011,64.86913584,-18.86724069,1434,470,580,3.43,-1.25,2.18,3.28,-1.13,2.15,RGI60-06.00238,G341093E64901N,
hn15,2012,28/09/2011,05/05/2012,19/09/2012,64.86913584,-18.86724069,1433.1,498,580,3.54,-0.27,3.27,3.42,-0.07,3.35,RGI60-06.00238,G341093E64901N,
hn15,2013,19/09/2012,01/05/2013,09/10/2013,64.86913584,-18.86724069,1432.3,478,580,2.1,-1.04,1.06,1.9,-0.84,1.06,RGI60-06.00238,G341093E64901N,
hn15,2014,09/10/2013,03/05/2014,10/10/2014,64.86913584,-18.86724069,1434.4,460,580,2.23,-1.4,0.82,2.03,-1.09,0.93,RGI60-06.00238,G341093E64901N,
hn15,2015,10/10/2014,02/05/2015,08/10/2015,64.86913584,-18.86724069,1436.6,501,580,4.11,-0.62,3.5,3.8,-0.37,3.44,RGI60-06.00238,G341093E64901N,
hn15,2016,08/10/2015,03/05/2016,18/10/2016,64.86913584,-18.86724069,1435.9,453,590,2.33,-1.75,0.58,2.08,-1.62,0.46,RGI60-06.00238,G341093E64901N,
hn15,2017,18/10/2016,04/05/2017,05/10/2017,64.86913584,-18.86724069,1435.1,514,600,2.72,-0.96,1.76,2.59,-0.83,1.76,RGI60-06.00238,G341093E64901N,
hn15,2018,05/10/2017,02/05/2018,09/10/2018,64.86913584,-18.86724069,1436,464,580,2.94,-0.86,2.08,2.81,-0.42,2.39,RGI60-06.00238,G341093E64901N,
hn15,2019,09/10/2018,02/05/2019,05/11/2019,64.86913584,-18.86724069,1437,492,580,2.09,-1.33,0.75,1.65,-1.1,0.54,RGI60-06.00238,G341093E64901N,
hn15,2020,05/11/2019,02/05/2020,09/10/2020,64.86913584,-18.86724069,1437,475,550,2.57,-0.65,1.91,2.34,-0.46,1.87,RGI60-06.00238,G341093E64901N,
hn15,2021,09/10/2020,02/05/2021,21/10/2021,64.86913584,-18.86724069,1437,477,580,2.52,-1.83,0.7,2.33,-1.39,0.95,RGI60-06.00238,G341093E64901N,
hn15,2022,21/10/2021,27/04/2022,18/10/2022,64.86913584,-18.86724069,1437,512,580,3.46,-0.89,2.57,3.02,-0.6,2.42,RGI60-06.00238,G341093E64901N,
hn15a,1995,17/09/1994,20/05/1995,16/09/1995,64.8703785,-18.82255779,1457.6,,,1.98,-1.29,0.69,1.98,-1.29,0.69,RGI60-06.00238,G341093E64901N,
hn15a,1996,16/09/1995,11/05/1996,03/10/1996,64.8703785,-18.82255779,1457.4,,,1.75,-0.86,0.89,1.75,-0.86,0.89,RGI60-06.00238,G341093E64901N,
hn15a,1998,26/09/1997,15/05/1998,04/10/1998,64.8703785,-18.82255779,1456.9,,,1.17,-1.14,0.03,1.17,-1.14,0.03,RGI60-06.00238,G341093E64901N,
hn15a,2000,23/09/1999,13/05/2000,23/09/2000,64.8703785,-18.82255779,1456.8,511,600,1.71,-1.51,0.2,1.71,-1.34,0.37,RGI60-06.00238,G341093E64901N,
hn15a,2001,23/09/2000,11/05/2001,28/09/2001,64.8703785,-18.82255779,1456.9,498,600,1.42,-0.81,0.61,1.25,-0.8,0.45,RGI60-06.00238,G341093E64901N,
hn15a,2003,05/10/2002,14/05/2003,24/09/2003,64.8703785,-18.82255779,1457.2,521,600,2.76,-1.77,1,2.76,-1.71,1.06,RGI60-06.00238,G341093E64901N,
hn15a,2004,24/09/2003,12/05/2004,06/10/2004,64.8703785,-18.82255779,1457.4,,,,,1.65,,,1.59,RGI60-06.00238,G341093E64901N,
hn16,1988,20/09/1987,12/04/1988,24/09/1988,64.84765802,-18.87048045,1599.4,,,2.48,0.62,3.1,2.48,0.62,3.1,RGI60-06.00238,G341093E64901N,
hn16,1989,24/09/1988,25/05/1989,20/09/1989,64.84765802,-18.87048045,1599.3,,,2.69,-0.11,2.58,2.69,-0.11,2.58,RGI60-06.00238,G341093E64901N,
hn16,1990,20/09/1989,12/05/1990,13/09/1990,64.84765802,-18.87048045,1599.1,,,2.48,-0.11,2.37,2.48,-0.11,2.37,RGI60-06.00238,G341093E64901N,
hn16,1991,13/09/1990,20/05/1991,12/09/1991,64.84765802,-18.87048045,1599,,,3.3,-0.82,2.48,3.3,-0.82,2.48,RGI60-06.00238,G341093E64901N,
hn16,1992,12/09/1991,14/05/1992,20/09/1992,64.84765802,-18.87048045,1598.9,,,3.66,1.1,4.76,3.66,1.1,4.76,RGI60-06.00238,G341093E64901N,
hn16,1993,20/09/1992,17/05/1993,15/09/1993,64.84765802,-18.87048045,1598.8,,,2.81,0.29,3.1,2.81,0.29,3.1,RGI60-06.00238,G341093E64901N,
hn16,1994,15/09/1993,12/05/1994,17/09/1994,64.84765802,-18.87048045,1598.7,,,3.09,-0.27,2.82,3.09,-0.27,2.82,RGI60-06.00238,G341093E64901N,
hn16,1995,17/09/1994,20/05/1995,16/09/1995,64.84765802,-18.87048045,1598.6,,,3.31,-0.84,2.47,3.31,-0.84,2.47,RGI60-06.00238,G341093E64901N,
hn16,1996,16/09/1995,11/05/1996,03/10/1996,64.84765802,-18.87048045,1598.4,,,2.93,-0.96,1.97,2.93,-0.96,1.97,RGI60-06.00238,G341093E64901N,
hn16,1997,03/10/1996,17/05/1997,26/09/1997,64.84765802,-18.87048045,1598.3,,,2.5,-0.63,1.87,2.5,-0.63,1.87,RGI60-06.00238,G341093E64901N,
hn16,1998,26/09/1997,15/05/1998,04/10/1998,64.84765802,-18.87048045,1598.2,,,2.18,-0.52,1.66,2.18,-0.52,1.66,RGI60-06.00238,G341093E64901N,
hn16,1999,04/10/1998,15/05/1999,23/09/1999,64.84765802,-18.87048045,1598.1,,,2.48,0.33,2.81,2.48,0.33,2.81,RGI60-06.00238,G341093E64901N,
hn16,2000,23/09/1999,13/05/2000,23/09/2000,64.84765802,-18.87048045,1598.7,490,590,2.7,-0.8,1.89,2.7,-0.56,2.13,RGI60-06.00238,G341093E64901N,
hn16,2001,23/09/2000,11/05/2001,28/09/2001,64.84765802,-18.87048045,1599.2,492,590,2.56,-0.06,2.5,2.32,-0.04,2.28,RGI60-06.00238,G341093E64901N,
hn16,2002,28/09/2001,09/05/2002,05/10/2002,64.84765802,-18.87048045,1599.8,454,590,3.08,-0.37,2.71,3.06,-0.36,2.7,RGI60-06.00238,G341093E64901N,
hn16,2003,05/10/2002,14/05/2003,24/09/2003,64.84765802,-18.87048045,1600.3,509,590,3.37,-1.01,2.37,3.36,-0.86,2.51,RGI60-06.00238,G341093E64901N,
hn16,2004,24/09/2003,12/05/2004,06/10/2004,64.84765802,-18.87048045,1600.9,488,600,2.73,-0.46,2.27,2.58,-0.38,2.2,RGI60-06.00238,G341093E64901N,
hn16,2005,06/10/2004,11/05/2005,05/10/2005,64.84765802,-18.87048045,1599.6,489,570,2.81,-0.74,2.07,2.73,-0.24,2.49,RGI60-06.00238,G341093E64901N,
hn16,2006,05/10/2005,30/04/2006,14/09/2006,64.84765802,-18.87048045,1598.3,489,590,3.42,0.56,3.98,2.92,0.56,3.48,RGI60-06.00238,G341093E64901N,
hn16,2007,14/09/2006,08/05/2007,19/09/2007,64.84765802,-18.87048045,1597,494,570,3.21,-0.37,2.83,3.21,-0.31,2.89,RGI60-06.00238,G341093E64901N,
hn16,2008,19/09/2007,06/05/2008,08/10/2008,64.84765802,-18.87048045,1595.7,512,570,3.78,-0.06,3.71,3.72,0.08,3.79,RGI60-06.00238,G341093E64901N,
hn16,2009,08/10/2008,04/05/2009,07/10/2009,64.84765802,-18.87048045,1595.3,472,570,3.33,-0.15,3.18,3.19,0.11,3.3,RGI60-06.00238,G341093E64901N,
hn16,2010,07/10/2009,03/05/2010,07/10/2010,64.84765802,-18.87048045,1594.9,469,570,2.07,-1.94,0.14,1.81,-1.7,0.12,RGI60-06.00238,G341093E64901N,
hn16,2011,07/10/2010,02/05/2011,28/09/2011,64.84765802,-18.87048045,1594.5,459,570,3.15,-0.7,2.45,2.91,-0.55,2.36,RGI60-06.00238,G341093E64901N,
hn16,2012,28/09/2011,05/05/2012,19/09/2012,64.84765802,-18.87048045,1594.1,491,570,3.8,-1.02,2.77,3.65,-0.74,2.9,RGI60-06.00238,G341093E64901N,
hn16,2013,19/09/2012,01/05/2013,09/10/2013,64.84765802,-18.87048045,1593.7,468,570,2.34,-0.21,2.13,2.06,0.07,2.13,RGI60-06.00238,G341093E64901N,
hn16,2014,09/10/2013,03/05/2014,10/10/2014,64.84765802,-18.87048045,1595.6,461,570,2.86,-0.62,2.25,2.58,-0.22,2.37,RGI60-06.00238,G341093E64901N,
hn16,2015,10/10/2014,07/05/2015,08/10/2015,64.84765802,-18.87048045,1597.4,467,570,3.55,-0.05,3.5,3.15,0.49,3.64,RGI60-06.00238,G341093E64901N,
hn16,2016,08/10/2015,03/05/2016,18/10/2016,64.84765802,-18.87048045,1596.6,470,580,2.83,-0.91,1.92,2.29,-0.64,1.65,RGI60-06.00238,G341093E64901N,
hn16,2017,18/10/2016,04/05/2017,05/10/2017,64.84765802,-18.87048045,1595.8,502,600,3.37,-0.18,3.2,3.1,0.09,3.2,RGI60-06.00238,G341093E64901N,
hn16,2018,05/10/2017,02/05/2018,09/10/2018,64.84765802,-18.87048045,1596,457,570,3.22,-0.45,2.78,2.95,0.07,3.03,RGI60-06.00238,G341093E64901N,
hn16,2019,09/10/2018,02/05/2019,05/11/2019,64.84765802,-18.87048045,1597,485,570,2.7,-0.85,1.85,2.18,-0.61,1.57,RGI60-06.00238,G341093E64901N,
hn16,2020,05/11/2019,02/05/2020,09/10/2020,64.84765802,-18.87048045,1597,460,540,2.49,-0.4,2.09,2.25,0.22,2.47,RGI60-06.00238,G341093E64901N,
hn16,2021,09/10/2020,03/05/2021,21/10/2021,64.84765802,-18.87048045,1597,476,570,3.1,-1.15,1.95,2.48,-0.64,1.84,RGI60-06.00238,G341093E64901N,
hn16,2022,21/10/2021,27/04/2022,18/10/2022,64.84765802,-18.87048045,1597,486,570,3.2,-0.22,2.98,2.69,0.16,2.85,RGI60-06.00238,G341093E64901N,
hn16a,1996,16/09/1995,11/05/1996,03/10/1996,64.8511631,-18.837894,1528.2,,,1.25,-1.23,0.02,1.25,-1.23,0.02,RGI60-06.00238,G341093E64901N,
hn16a,2001,23/09/2000,11/05/2001,28/09/2001,64.8511631,-18.837894,1529.3,495,580,1.98,-0.37,1.61,1.98,-0.35,1.63,RGI60-06.00238,G341093E64901N,
hn17,1988,20/09/1987,12/04/1988,24/09/1988,64.83644956,-18.87121929,1697.2,,,1.88,-0.74,1.14,1.88,-0.74,1.14,RGI60-06.00238,G341093E64901N,
hn17,1989,24/09/1988,25/05/1989,20/09/1989,64.83644956,-18.87121929,1696.8,,,1.95,-0.21,1.74,1.95,-0.21,1.74,RGI60-06.00238,G341093E64901N,
hn17,1990,20/09/1989,12/05/1990,13/09/1990,64.83644956,-18.87121929,1696.4,,,2.24,-0.06,2.18,2.24,-0.06,2.18,RGI60-06.00238,G341093E64901N,
hn17,1991,13/09/1990,20/05/1991,12/09/1991,64.83644956,-18.87121929,1696,,,2.13,-1.27,0.86,2.13,-1.27,0.86,RGI60-06.00238,G341093E64901N,
hn17,1992,12/09/1991,14/05/1992,20/09/1992,64.83644956,-18.87121929,1695.6,,,3.2,1,4.2,3.2,1,4.2,RGI60-06.00238,G341093E64901N,
hn17,1993,20/09/1992,17/05/1993,15/09/1993,64.83644956,-18.87121929,1695.2,,,2.2,0.49,2.69,2.2,0.49,2.69,RGI60-06.00238,G341093E64901N,
hn17,1994,15/09/1993,12/05/1994,17/09/1994,64.83644956,-18.87121929,1694.8,,,2.04,-0.01,2.03,2.04,-0.01,2.03,RGI60-06.00238,G341093E64901N,
hn17,1995,17/09/1994,20/05/1995,16/09/1995,64.83644956,-18.87121929,1694.4,,,2.74,-0.5,2.24,2.74,-0.5,2.24,RGI60-06.00238,G341093E64901N,
hn17,1996,16/09/1995,11/05/1996,03/10/1996,64.83644956,-18.87121929,1694,,,2.01,-0.71,1.3,2.01,-0.71,1.3,RGI60-06.00238,G341093E64901N,
hn17,1997,03/10/1996,17/05/1997,26/09/1997,64.83644956,-18.87121929,1693.6,,,1.87,-0.4,1.47,1.87,-0.4,1.47,RGI60-06.00238,G341093E64901N,
hn17,1998,26/09/1997,15/05/1998,04/10/1998,64.83644956,-18.87121929,1693.2,,,1.88,-0.28,1.6,1.88,-0.28,1.6,RGI60-06.00238,G341093E64901N,
hn17,1999,04/10/1998,15/05/1999,23/09/1999,64.83644956,-18.87121929,1692.8,,,2.28,0.42,2.7,2.28,0.42,2.7,RGI60-06.00238,G341093E64901N,
hn17,2000,23/09/1999,13/05/2000,23/09/2000,64.83644956,-18.87121929,1693.1,477,580,1.85,-0.8,1.06,1.85,-0.54,1.32,RGI60-06.00238,G341093E64901N,
hn17,2001,23/09/2000,11/05/2001,28/09/2001,64.83644956,-18.87121929,1693.4,488,580,1.71,0.25,1.96,1.45,0.27,1.72,RGI60-06.00238,G341093E64901N,
hn17,2002,28/09/2001,09/05/2002,05/10/2002,64.83644956,-18.87121929,1693.7,451,590,2.1,-0.16,1.94,2.08,-0.16,1.92,RGI60-06.00238,G341093E64901N,
hn17,2003,05/10/2002,14/05/2003,24/09/2003,64.83644956,-18.87121929,1694,500,590,2.39,-0.98,1.42,2.39,-0.87,1.53,RGI60-06.00238,G341093E64901N,
hn17,2004,24/09/2003,12/05/2004,06/10/2004,64.83644956,-18.87121929,1694.3,468,600,1.74,-0.11,1.63,1.63,-0.04,1.59,RGI60-06.00238,G341093E64901N,
hn17,2005,06/10/2004,11/05/2005,07/10/2005,64.83644956,-18.87121929,1693.7,482,560,2.23,-0.26,1.97,2.16,0.16,2.32,RGI60-06.00238,G341093E64901N,
hn17,2006,07/10/2005,30/04/2006,14/09/2006,64.83644956,-18.87121929,1693,432,580,2.21,0.11,2.33,1.79,0.11,1.91,RGI60-06.00238,G341093E64901N,
hn17,2007,14/09/2006,10/05/2007,19/09/2007,64.83644956,-18.87121929,1692.4,463,560,2.2,-0.26,1.94,2.2,-0.18,2.02,RGI60-06.00238,G341093E64901N,
hn17,2008,19/09/2007,06/05/2008,08/10/2008,64.83644956,-18.87121929,1691.8,462,560,2.22,0.03,2.25,2.14,0.19,2.33,RGI60-06.00238,G341093E64901N,
hn17,2009,08/10/2008,04/05/2009,07/10/2009,64.83644956,-18.87121929,1691.4,443,560,2.25,-0.11,2.15,2.09,0.21,2.31,RGI60-06.00238,G341093E64901N,
hn17,2010,07/10/2009,03/05/2010,07/10/2010,64.83644956,-18.87121929,1691,444,560,1.75,-1.37,0.38,1.43,-1.23,0.2,RGI60-06.00238,G341093E64901N,
hn17,2011,07/10/2010,02/05/2011,28/09/2011,64.83644956,-18.87121929,1690.5,456,560,2.44,-0.68,1.76,2.3,-0.39,1.91,RGI60-06.00238,G341093E64901N,
hn17,2012,28/09/2011,05/05/2012,19/09/2012,64.83644956,-18.87121929,1690.1,476,560,2.77,-0.74,2.03,2.48,-0.46,2.02,RGI60-06.00238,G341093E64901N,
hn17,2013,19/09/2012,01/05/2013,09/10/2013,64.83644956,-18.87121929,1689.7,455,560,1.92,-0.15,1.76,1.64,0.13,1.76,RGI60-06.00238,G341093E64901N,
hn17,2014,09/10/2013,01/05/2014,10/10/2014,64.83644956,-18.87121929,1690.7,457,560,2.21,-0.2,2.02,1.93,0.18,2.12,RGI60-06.00238,G341093E64901N,
hn17,2015,10/10/2014,07/05/2015,08/10/2015,64.83644956,-18.87121929,1691.7,439,560,2.26,0.2,2.46,1.88,0.55,2.43,RGI60-06.00238,G341093E64901N,
hn17,2016,08/10/2015,03/05/2016,18/10/2016,64.83644956,-18.87121929,1691.2,430,560,2.14,0.23,2.37,1.79,0.53,2.32,RGI60-06.00238,G341093E64901N,
hn17,2017,18/10/2016,04/05/2017,05/10/2017,64.83644956,-18.87121929,1690.7,500,600,2.83,0.08,2.9,2.53,0.38,2.9,RGI60-06.00238,G341093E64901N,
hn17,2018,05/10/2017,02/05/2018,09/10/2018,64.83644956,-18.87121929,1691,432,560,2.39,-0.37,2.02,2.09,0.18,2.27,RGI60-06.00238,G341093E64901N,
hn17,2019,09/10/2018,02/05/2019,05/11/2019,64.83644956,-18.87121929,1692,465,560,2.45,-0.6,1.84,1.9,-0.24,1.65,RGI60-06.00238,G341093E64901N,
hn17,2020,05/11/2019,02/05/2020,09/10/2020,64.83644956,-18.87121929,1692,459,540,1.94,-0.21,1.72,1.58,0.25,1.82,RGI60-06.00238,G341093E64901N,
hn17,2021,09/10/2020,03/05/2021,21/10/2021,64.83644956,-18.87121929,1692,451,560,2.16,-0.95,1.21,1.7,-0.37,1.33,RGI60-06.00238,G341093E64901N,
hn17,2022,21/10/2021,27/04/2022,18/10/2022,64.83644956,-18.87121929,1692,483,560,2.56,0.03,2.59,1.98,0.4,2.38,RGI60-06.00238,G341093E64901N,
hn9,1990,20/09/1989,12/05/1990,13/09/1990,64.97393,-18.8685,897.4,,,0.81,-4.17,-3.36,0.81,-4.17,-3.36,RGI60-06.00238,G341093E64901N,
