stake,yr,d1,d2,d3,lat,lon,elevation,rhow,rhos,bw_stratigraphic,bs_stratigraphic,ba_stratigraphic,bw_floating_date,bs_floating_date,ba_floating_date,RGIId,GLIMSId,Name
hn9v,1989,24/09/1988,25/05/1989,20/09/1989,64.96554685,-18.91772768,934.6,,,2.2,,,2.2,,,RGI60-06.00238,G341093E64901N,
hn9v,1991,13/09/1990,20/05/1991,12/09/1991,64.96554685,-18.91772768,928.2,,,1.73,-5.8,-4.07,1.73,-5.8,-4.07,RGI60-06.00238,G341093E64901N,
hn9v,1992,12/09/1991,14/05/1992,20/09/1992,64.96554685,-18.91772768,925,,,1.16,-3.24,-2.08,1.16,-3.24,-2.08,RGI60-06.00238,G341093E64901N,
hn9v,1993,20/09/1992,17/05/1993,15/09/1993,64.96554685,-18.91772768,921.9,,,1.93,-2.47,-0.54,1.93,-2.47,-0.54,RGI60-06.00238,G341093E64901N,
hn9v,1994,15/09/1993,12/05/1994,17/09/1994,64.96554685,-18.91772768,918.7,,,1.93,-2.36,-0.43,1.93,-2.36,-0.43,RGI60-06.00238,G341093E64901N,
hn9v,1995,17/09/1994,20/05/1995,16/09/1995,64.96554685,-18.91772768,915.5,,,1.1,-4.3,-3.2,1.1,-4.3,-3.2,RGI60-06.00238,G341093E64901N,
hn9v,1996,16/09/1995,11/05/1996,03/10/1996,64.96554685,-18.91772768,912.3,,,1.45,-5.16,-3.71,1.45,-5.16,-3.71,RGI60-06.00238,G341093E64901N,
hn9v,1997,03/10/1996,17/05/1997,26/09/1997,64.96554685,-18.91772768,909.1,,,0.76,-4.66,-3.9,0.76,-4.66,-3.9,RGI60-06.00238,G341093E64901N,
hn9v,1998,26/09/1997,15/05/1998,04/10/1998,64.96554685,-18.91772768,905.9,,,0.92,-3.92,-3,0.92,-3.92,-3,RGI60-06.00238,G341093E64901N,
hn9v,1999,04/10/1998,15/05/1999,23/09/1999,64.96554685,-18.91772768,902.7,,,0.89,-4.35,-3.46,0.89,-4.35,-3.46,RGI60-06.00238,G341093E64901N,
hn9v,2000,23/09/1999,13/05/2000,23/09/2000,64.96554685,-18.91772768,899,593,600,0.44,-4.84,-4.4,0.44,-4.84,-4.4,RGI60-06.00238,G341093E64901N,
hn9v,2001,23/09/2000,11/05/2001,28/09/2001,64.96554685,-18.91772768,895.2,523,600,1.1,-4.12,-3.02,1.1,-4.12,-3.02,RGI60-06.00238,G341093E64901N,
hn9v,2003,05/10/2002,14/05/2003,24/09/2003,64.96554685,-18.91772768,887.7,572,600,1.94,-4.85,-2.91,1.94,-4.85,-2.91,RGI60-06.00238,G341093E64901N,
hn9v,2004,24/09/2003,12/05/2004,06/10/2004,64.96554685,-18.91772768,884,576,600,0.6,-5.46,-4.86,0.6,-5.46,-4.86,RGI60-06.00238,G341093E64901N,
hn9v,2005,06/10/2004,07/05/2005,05/10/2005,64.96554685,-18.91772768,881.7,507,,1.28,-3.74,-2.46,1.28,-3.61,-2.33,RGI60-06.00238,G341093E64901N,
hn9v,2006,05/10/2005,29/04/2006,15/09/2006,64.96554685,-18.91772768,879.5,508,,1.33,-4.63,-3.3,1.2,-4.63,-3.43,RGI60-06.00238,G341093E64901N,
hn9v,2007,15/09/2006,08/05/2007,19/09/2007,64.96554685,-18.91772768,877.2,545,,1.2,-5.09,-3.88,1.2,-5.09,-3.88,RGI60-06.00238,G341093E64901N,
hn9v,2008,19/09/2007,03/05/2008,09/10/2008,64.96554685,-18.91772768,874.9,496,,2.5,-4.75,-2.24,2.5,-4.6,-2.09,RGI60-06.00238,G341093E64901N,
L01,1997,,28/04/1997,12/10/1997,64.49509917,-20.43196983,538.1549902,494,,0.42,-6.17,-5.75,0.42,-6.17,-5.75,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2002,05/10/2001,26/04/2002,31/10/2002,64.49436,-20.43561,486,604.8916568,,1.022,-8.393,-7.371,1.022,-8.393,-7.371,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2003,31/10/2002,24/04/2003,23/10/2003,64.50321,-20.46519,500,500,,0.1,-8.092,-7.992,0.1,-8.092,-7.992,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2004,23/10/2003,09/05/2004,22/10/2004,64.50407,-20.4632,514,600,,0.06,-8.529,-8.469,0.06,-8.529,-8.469,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2005,22/10/2004,22/04/2005,13/10/2005,64.50402,-20.46323,502,579,,0.579,-6.978,-6.399,0.579,-6.8905,-6.3115,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2006,13/10/2005,16/05/2006,21/11/2006,64.50404,-20.46316,498,559,,0.325,-7.503,-7.178,0.2375,-7.0305,-6.793,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2007,21/11/2006,29/04/2007,08/11/2007,64.50675,-20.46371,522,680,,0.407,-8.024,-7.617,-0.0655,-8.024,-8.0895,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2008,08/11/2007,19/04/2008,21/11/2008,64.51056,-20.45788,579,526,,0.889,-7.945,-7.056,0.889,-7.945,-7.056,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2009,21/11/2008,19/04/2009,21/10/2009,64.51058,-20.45799,571,725.5,,0.479,-6.851,-6.372,0.479,-6.851,-6.372,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2010,21/10/2009,17/04/2010,24/11/2010,64.510635,-20.457781,565,222,,0.024,-8.196,-8.172,0.024,-8.196,-8.172,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2011,24/11/2010,18/04/2011,30/09/2011,64.510689,-20.457951,555,572,,0.681,-6.171,-5.49,0.681,-6.171,-5.49,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2012,30/09/2011,25/04/2012,01/10/2012,64.510612,-20.457878,549,480,,0.648,-6.69,-6.042,0.648,-6.69,-6.042,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2013,01/10/2012,23/04/2013,30/10/2013,64.510612,-20.457878,549,330,,0.133,-5.201,-5.068,0.133,-5.201,-5.068,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2014,30/10/2013,30/04/2014,24/10/2014,64.513969,-20.45064,591,730,,0.504,-6.525,-6.021,0.504,-6.49,-5.986,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2015,24/10/2014,29/04/2015,19/10/2015,64.514183,-20.450462,589,486,,1.23,-4.92,-3.69,1.195,-4.92,-3.725,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2016,19/10/2015,26/04/2016,04/11/2016,64.514114,-20.450483,583,548,,0.734,-8.195,-7.461,0.734,-8.19255,-7.45855,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2017,04/11/2016,26/04/2017,21/10/2017,64.514168,-20.450434,577,470,,0.59,-7.367,-6.777,0.58755,-7.367,-6.77945,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2018,21/10/2017,25/04/2018,05/10/2018,64.51413,-20.450449,570,550,,0.55,-5.86,-5.31,0.55,-5.783,-5.233,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2019,05/10/2018,25/04/2019,14/11/2019,64.514122,-20.45047,563,,,0,-8.9,-8.9,-0.077,-8.9,-8.977,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2020,14/11/2019,22/04/2020,19/10/2020,64.51625743,-20.44608543,590.4559942,648.1481481,,0.7,-7.153,-6.453,0.7,-7.153,-6.453,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2021,19/10/2020,27/04/2021,12/11/2021,64.51628137,-20.44598648,585.89,598,,0.807,-6.315,-5.508,0.807,-6.245,-5.438,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L01,2022,12/11/2021,26/04/2022,06/10/2022,64.51628137,-20.44598648,585.89,590,,0.94,-6.99,-6.05,0.87,-6.99,-6.12,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,1997,,28/04/1997,12/10/1997,64.52655283,-20.43343733,759.1699895,521,,1.11,-3.89,-2.78,1.11,-3.89,-2.78,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,1998,12/10/1997,17/04/1998,16/09/1998,64.5155,-20.42321,696,557,,0.473,-5.35,-4.877,0.473,-5.35,-4.877,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,1999,16/09/1998,22/04/1999,28/09/1999,64.51501,-20.42355,695,519,,0.441,-5.004,-4.563,0.441,-5.004,-4.563,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2000,28/09/1999,27/04/2000,04/10/2000,64.51541,-20.42279,700,525,,1.05,-4.668,-3.618,1.05,-4.542,-3.492,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2001,04/10/2000,19/04/2001,05/10/2001,64.51497,-20.42347,694,488.6363636,,0.43,-4.516,-4.086,0.304,-4.516,-4.212,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2002,05/10/2001,26/04/2002,15/10/2002,64.51535,-20.42317,692,553.9392857,,0.504,-6.66,-6.156,0.504,-6.66,-6.156,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2003,15/10/2002,26/04/2003,23/10/2003,64.51912,-20.44492,688,514.4925065,,0.39,-5.376,-4.986,0.39,-5.376,-4.986,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2004,23/10/2003,09/05/2004,16/10/2004,64.5189,-20.44523,686,600,,0.33,-5.58,-5.25,0.33,-5.58,-5.25,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2005,16/10/2004,22/04/2005,13/10/2005,64.51884,-20.44524,679,544,,1.07,-4.553,-3.483,1.07,-4.525,-3.455,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2006,13/10/2005,17/05/2006,18/10/2006,64.5186,-20.44556,676,650,,0.65,-5.051,-4.401,0.622,-5.0475,-4.4255,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2007,18/10/2006,28/04/2007,25/09/2007,64.51887,-20.44537,676,540,,0.613,-5.518,-4.905,0.6095,-5.5005,-4.891,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2008,25/09/2007,19/04/2008,03/10/2008,64.51885,-20.4452,669,547,,1.225,-6.076,-4.851,1.2075,-6.076,-4.8685,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2009,03/10/2008,19/04/2009,21/10/2009,64.51889,-20.44535,665,581,,0.83,-5.501,-4.671,0.83,-5.41,-4.58,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2010,21/10/2009,17/04/2010,04/10/2010,64.51857,-20.44557,658,410,,0.173,-8.129,-7.956,0.082,-8.129,-8.047,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2011,04/10/2010,18/04/2011,18/11/2011,64.518921,-20.445332,656,490,,0.682,-6.073,-5.391,0.682,-6.073,-5.391,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2012,18/11/2011,25/04/2012,01/10/2012,64.531059,-20.431654,751,535,,1.358,-4.175,-2.817,1.358,-4.1575,-2.7995,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2013,01/10/2012,23/04/2013,19/11/2013,64.531059,-20.431654,751,478,,0.488,-3.746,-3.258,0.4705,-3.536,-3.0655,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2014,19/11/2013,30/04/2014,,64.530701,-20.432091,743,612,,0.679,-5.44,-4.761,0.469,-5.44,-4.971,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2015,,29/04/2015,19/10/2015,64.530746,-20.431883,742,492,,0.92,-4.034,-3.114,0.92,-4.0095,-3.0895,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2016,19/10/2015,26/04/2016,04/11/2016,64.531441,-20.430948,745,550,,0.929,-5.187,-4.258,0.9045,-5.180875,-4.276375,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2017,04/11/2016,26/04/2017,21/10/2017,64.531471,-20.431019,743,600,,1.4,-5.549,-4.149,1.393875,-5.549,-4.155125,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2018,21/10/2017,25/04/2018,05/10/2018,64.531387,-20.431082,739,599,,0.815,-3.29,-2.475,0.815,-3.2235,-2.4085,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2019,05/10/2018,25/04/2019,14/11/2019,64.531464,-20.431141,738,693,,0.173,-7.04,-6.867,0.1065,-7.04,-6.9335,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2020,14/11/2019,22/04/2020,19/10/2020,64.53152062,-20.43104042,737.3033361,628.5714286,,1.54,-4.816,-3.276,1.54,-4.7635,-3.2235,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2021,19/10/2020,27/04/2021,12/11/2021,64.53151401,-20.43090785,736.12,590,,1.12,-4.72,-3.6,1.0675,-4.4925,-3.425,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L02,2022,12/11/2021,26/04/2022,06/10/2022,64.53151401,-20.43090785,736.12,590,,1.3,-4.63,-3.33,1.0725,-4.63,-3.5575,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,1997,,28/04/1997,12/10/1997,64.55010917,-20.4171085,890.6437785,627,,1.9,-3.5,-1.6,1.9,-3.5,-1.6,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,1998,12/10/1997,17/04/1998,16/09/1998,64.55022,-20.40795,896,480,,0.7,-3.4,-2.7,0.7,-3.4,-2.7,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,1999,16/09/1998,18/04/1999,28/09/1999,64.54996,-20.40785,899,506,,1.443,-2.649,-1.206,1.443,-2.649,-1.206,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2000,28/09/1999,26/04/2000,04/10/2000,64.54951,-20.40811,898,502.5380711,,1.98,-3.015,-1.035,1.98,-2.9625,-0.9825,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2001,04/10/2000,19/04/2001,05/10/2001,64.54996,-20.40767,897,497.8540773,,1.164,-3.27,-2.106,1.1115,-3.27,-2.1585,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2002,05/10/2001,26/04/2002,15/10/2002,64.55038,-20.40733,896,498.500828,,1.565,-4.229,-2.664,1.565,-4.229,-2.664,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2003,15/10/2002,26/04/2003,23/10/2003,64.55038,-20.4072,897,599.6960401,,1.91,-4.313,-2.403,1.91,-4.313,-2.403,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2004,23/10/2003,09/05/2004,16/10/2004,64.55043,-20.40731,896,619,,1.25,-4.445,-3.195,1.25,-4.445,-3.195,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2005,16/10/2004,22/04/2005,13/10/2005,64.55039,-20.40731,890,570,,1.54,-3.07,-1.53,1.54,-2.895,-1.355,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2006,13/10/2005,17/05/2006,18/10/2006,64.55041,-20.40726,892,550,,1.38,-3.54,-2.16,1.205,-3.5365,-2.3315,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2007,18/10/2006,28/04/2007,25/09/2007,64.55036,-20.4075,889,586,,1.505,-3.976,-2.471,1.5015,-3.941,-2.4395,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2008,25/09/2007,19/04/2008,03/10/2008,64.55041,-20.4073,888,534,,1.714,-4.801,-3.087,1.679,-4.771,-3.092,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2009,03/10/2008,19/04/2009,21/10/2009,64.55041,-20.40737,884,583,,1.754,-3.635,-1.881,1.724,-3.4915,-1.7675,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2010,21/10/2009,17/04/2010,04/10/2010,64.550331,-20.407387,884,439,,0.803,-5.636,-4.833,0.6595,-5.636,-4.9765,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2011,04/10/2010,18/04/2011,18/11/2011,64.550377,-20.407084,882,467,,1.993,-3.811,-1.818,1.993,-3.713,-1.72,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2012,18/11/2011,25/04/2012,01/10/2012,64.5504,-20.407137,881,533,,1.867,-3.109,-1.242,1.769,-2.997,-1.228,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2013,01/10/2012,23/04/2013,19/11/2013,64.5504,-20.407137,881,499,,0.983,-2.99,-2.007,0.871,-2.815,-1.944,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2014,19/11/2013,30/04/2014,24/10/2014,64.550369,-20.40691,879,585,,1.177,-4.408,-3.231,1.002,-4.2435,-3.2415,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2015,24/10/2014,29/04/2015,19/10/2015,64.550339,-20.406754,879,529,,1.92,-3.33,-1.41,1.7555,-3.162,-1.4065,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2016,19/10/2015,26/04/2016,04/11/2016,64.55043,-20.406618,878,554,,1.551,-4.683,-3.132,1.383,-4.6291,-3.2461,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2017,04/11/2016,26/04/2017,21/10/2017,64.550316,-20.406738,877,552,,2.394,-4.914,-2.52,2.3401,-4.914,-2.5739,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2018,21/10/2017,25/04/2018,05/10/2018,64.550148,-20.406912,874,520,,1.59,-2.31,-0.72,1.59,-2.051,-0.461,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2019,05/10/2018,25/04/2019,14/11/2019,64.550438,-20.406734,876,571,,1.285,-5.434,-4.149,1.026,-5.399,-4.373,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2020,14/11/2019,22/04/2020,19/10/2020,64.55049693,-20.40672457,875.6570209,568.4039088,,1.745,-3.203,-1.458,1.71,-3.1505,-1.4405,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2021,19/10/2020,27/04/2021,12/11/2021,64.55052012,-20.40693754,875.91,588,,1.205,-3.977,-2.772,1.1525,-3.7145,-2.562,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L03,2022,12/11/2021,26/04/2022,06/10/2022,64.55052012,-20.40693754,875.91,619,,2.1,-3.64,-1.54,1.8375,-3.64,-1.8025,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,1997,,22/04/1997,12/10/1997,64.57507567,-20.40006617,1015.576996,554,,1.952,,,1.952,,,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,1998,05/10/1997,20/04/1998,16/09/1998,64.56908,-20.39028,992,516,,1.315,-3.61,-2.295,1.315,-3.61,-2.295,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,1999,16/09/1998,18/04/1999,,64.56950655,-20.39006597,993,497,,1.869,,,1.869,,,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2000,28/09/1999,27/04/2000,04/10/2000,64.56914,-20.39041,978,492.5053533,,2.3,-2.554,-0.254,2.3,-2.4735,-0.1735,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2001,04/10/2000,19/04/2001,05/10/2001,64.56901,-20.39021,992,478.4688995,,0.999,-3.159,-2.16,0.9185,-3.159,-2.2405,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2002,05/10/2001,26/04/2002,15/10/2002,64.56937,-20.39022,992,471.559479,,1.629,-3.145,-1.516,1.629,-3.145,-1.516,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2003,15/10/2002,26/04/2003,23/10/2003,64.56943,-20.39022,994,606.4548003,,1.89,-3.95,-2.06,1.89,-3.95,-2.06,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2004,23/10/2003,09/05/2004,16/10/2004,64.56951,-20.39007,993,528,,1.414,-3.898,-2.484,1.414,-3.898,-2.484,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2005,16/10/2004,22/04/2005,13/10/2005,64.56941,-20.39014,989,555,,1.56,-2.973,-1.413,1.56,-2.7875,-1.2275,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2006,13/10/2005,17/05/2006,18/10/2006,64.56966,-20.39013,992,570,,1.99,-3.196,-1.206,1.8045,-3.1925,-1.388,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2007,18/10/2006,28/04/2007,25/09/2007,64.56935,-20.39058,989,520,,1.508,-3.38,-1.872,1.5045,-3.31,-1.8055,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2008,25/09/2007,19/04/2008,03/10/2008,64.56943,-20.39011,990,506,,1.905,-4.281,-2.376,1.835,-4.221,-2.386,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2009,03/10/2008,19/04/2009,21/10/2009,64.56948,-20.39015,990,550,,2.002,-2.767,-0.765,1.942,-2.669,-0.727,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2010,21/10/2009,17/04/2010,04/10/2010,64.569458,-20.389938,989,492,,1.053,-5.193,-4.14,0.955,-5.193,-4.238,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2011,04/10/2010,18/04/2011,18/11/2011,64.569481,-20.390194,984,503,,1.697,-3.435,-1.738,1.697,-3.33,-1.633,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2012,18/11/2011,25/04/2012,01/10/2012,64.569481,-20.390173,985,578,,2.317,-3.136,-0.819,2.212,-3.0205,-0.8085,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2013,01/10/2012,23/04/2013,19/11/2013,64.569481,-20.390173,985,488,,1.254,-1.965,-0.711,1.1385,-1.7515,-0.613,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2014,19/11/2013,30/04/2014,24/10/2014,64.569489,-20.39023,984,474,,1.413,-3.357,-1.944,1.1995,-3.1645,-1.965,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2015,24/10/2014,30/04/2015,19/10/2015,64.569374,-20.3904,984,498,600,2.54,-2.36,0.18,2.3475,-2.227,0.1205,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2016,19/10/2015,26/04/2016,04/11/2016,64.569427,-20.390362,984,511,,1.921,-3.829,-1.908,1.788,-3.746925,-1.958925,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2017,04/11/2016,26/04/2017,21/10/2017,64.569466,-20.390615,984,563,,2.771,-3.761,-0.99,2.688925,-3.7435,-1.054575,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2018,21/10/2017,25/04/2018,05/10/2018,64.569275,-20.39086,980,544.7552448,,1.558,-1.783,-0.225,1.5405,-1.468,0.0725,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2019,05/10/2018,25/04/2019,14/11/2019,64.569382,-20.390602,982,598,,1.836,-4.779,-2.943,1.521,-4.709,-3.188,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2020,14/11/2019,22/04/2020,19/10/2020,64.56933056,-20.39066691,980.4864109,435.0132626,,1.64,-2.45,-0.81,1.57,-2.31,-0.74,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2021,19/10/2020,27/04/2021,11/11/2021,64.56937202,-20.39062921,980.46,557,,1.576,-3.574,-1.998,1.436,-3.364,-1.928,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L04,2022,11/11/2021,26/04/2022,06/10/2022,64.56937202,-20.39062921,980.46,559,,2.29,-3.01,-0.72,2.08,-3.01,-0.93,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,1997,,22/04/1997,12/10/1997,64.5964685,-20.36630533,1121.768806,508,600,2.617,-2.445,0.172,2.617,-2.445,0.172,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,1998,12/10/1997,20/04/1998,16/09/1998,64.58667,-20.35042,1091,488,,1.788,-2.5,-0.712,1.788,-2.4825,-0.6945,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,1999,16/09/1998,22/04/1999,28/09/1999,64.58701,-20.3506,1093,484,600,2,-1.635,0.365,1.9825,-1.635,0.3475,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2000,28/09/1999,26/04/2000,04/10/2000,64.58578,-20.38951,1063,500,600,2.48,-2.282,0.488,2.48,-2.156,0.614,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2001,04/10/2000,19/04/2001,05/10/2001,64.58562,-20.38998,1055,482.2695035,,1.355,-2.155,-0.8,1.229,-2.155,-0.926,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2002,05/10/2001,26/04/2002,15/10/2002,64.59501,-20.37528,1107,458.3552527,,2.086,-2.126,-0.14,2.086,-2.126,-0.14,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2003,15/10/2002,24/04/2003,23/10/2003,64.59494,-20.37532,1104,602.0616948,,3.03,-3.45,-0.42,3.03,-3.38,-0.35,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2004,23/10/2003,09/05/2004,14/09/2004,64.59488,-20.37519,1110,567,,2.178,-2.635,-0.457,2.108,-2.6175,-0.5095,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2005,14/09/2004,22/04/2005,13/10/2005,64.59491,-20.3753,1108,508,600,2.21,-1.807,0.403,2.1925,-1.387,0.8055,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2006,13/10/2005,16/05/2006,18/10/2006,64.59502,-20.37528,1109,580,600,3.06,-1.94,1.12,2.64,-1.905,0.735,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2007,18/10/2006,28/04/2007,25/09/2007,64.5949,-20.37542,1109,590,,2.65,-2.874,-0.224,2.615,-2.594,0.021,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2008,25/09/2007,21/04/2008,21/11/2008,64.59483,-20.37521,1108,508,,2.373,-2.658,-0.285,2.093,-1.558,0.535,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2009,21/11/2008,20/04/2009,23/09/2009,64.59492,-20.3753,1107,547,600,2.934,-2.256,0.678,1.834,-2.2,-0.366,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2010,23/09/2009,17/04/2010,04/10/2010,64.594833,-20.375193,1107,482,,1.816,-4.896,-3.08,1.76,-4.896,-3.136,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2011,04/10/2010,18/04/2011,22/09/2011,64.594849,-20.374548,1105,420,,1.634,-2.531,-0.897,1.634,-2.461,-0.827,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2012,22/09/2011,25/04/2012,01/10/2012,64.594841,-20.374561,1103,541,600,2.832,-2.118,0.714,2.762,-1.845,0.917,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2013,01/10/2012,23/04/2013,30/09/2013,64.594841,-20.374561,1103,470,600,1.627,-1.153,0.474,1.354,-0.768,0.586,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
L05,2014,30/09/2013,29/04/2014,24/10/2014,64.594803,-20.374559,1106,462,,1.635,-2.707,-1.072,1.25,-2.3745,-1.1245,RGI60-06.00291,G339565E64571N,Hagafellsjoekull West
