stake,yr,d1,d2,d3,lat,lon,elevation,dw,rhow,ice_melt_spring,ds,rhos,ice_melt_fall,nswe_fall,bw_stratigraphic,bs_stratigraphic,ba_stratigraphic,bw_floating_date,bs_floating_date,ba_floating_date,swew,swes,snow_melt_fall,fall_elevation
L24,2019,2018-10-05,2019-04-24,2019-11-14,64.7540209999996,-20.183615,731.0,0.0,,,,,7.344,0.0175,0.0,-7.344,-7.344,-0.0945,-7.3265,-7.421,0.0,,,728.0
L24,2020,2019-11-14,2020-04-23,2020-10-19,64.7513012979601,-20.1810017471371,762.43356461931,0.6,650.0,,,,4.824,0.0,0.39,-5.214,-4.824,0.3725,-5.214,-4.8415,0.39,,,759.43356461931
L24,2021,2020-10-19,2021-04-27,2021-11-13,64.7514306930199,-20.1811462271117,759.48,0.82,750.0,,,,5.652,0.0805,0.6146,-6.2666,-5.652,0.6146,-6.1861,-5.5715,0.615,,,756.48
L24,2022,2021-11-13,2022-04-27,2022-10-07,64.7514306930199,-20.1811462271117,759.48,1.43,670.0,,,,4.46,0.0525,0.82,-5.28,-4.46,0.7395,-5.2275,-4.488,0.9581,,,756.48
L25,2015,,2015-04-30,2015-10-19,64.6270219999997,-20.487589,1269.0,5.8,490.0,,2.52,600.0,,0.357,2.856,-1.344,1.512,2.856,-0.987,1.869,2.842,1.512,1.33,1266.0
L25,2016,2015-10-19,2016-04-25,2016-11-03,64.6270219999997,-20.487679,1269.0,5.49,517.0,,1.36,600.0,,0.079625,2.838,-2.022,0.816,2.481,-1.942375,0.538625,2.83833,0.816,2.02233,1266.0
L25,2017,2016-11-03,2017-04-24,2017-10-21,64.6270069999996,-20.487759,1269.0,6.48,509.0,,2.82666666666667,600.0,,0.07,3.301,-1.605,1.696,3.221375,-1.535,1.686375,3.29832,1.696,1.60232,1266.0
L25,2018,2017-10-21,2018-04-25,2018-10-05,64.6269379999997,-20.4879699999999,1190.0,5.04,513.888888888889,,2.78,600.0,,0.385,2.59,-0.922,1.668,2.52,-0.537,1.983,2.59,1.668,0.922000000000001,1187.0
L25,2019,2018-10-05,2019-04-24,2019-11-13,64.6269379999997,-20.488127,1269.0,5.5,506.0,,,,0.18,0.245,2.783,-2.963,-0.18,2.398,-2.718,-0.32,2.783,,,1266.0
L25,2020,2019-11-13,2020-04-22,2020-10-19,64.6269696505103,-20.4881732461381,1266.6977826855,5.29,487.712665406427,,1.96,600.0,,0.35,2.58,-1.404,1.176,2.335,-1.054,1.281,2.58,1.176,1.404,1263.6977826855
L25,2021,2020-10-19,2021-04-26,2021-11-11,64.6269639213597,-20.4880599990082,1267.82,4.84,550.0,,,,0.165,0.448,2.686,-2.851,-0.165,2.336,-2.403,-0.067,2.662,,,1264.82
L25,2022,2021-11-11,2022-04-26,2022-10-06,64.6269639213597,-20.4880599990082,1267.82,7.7,540.0,,4.36,600.0,,0.098,4.13,-1.51,2.62,3.682,-1.412,2.27,4.158,2.616,1.542,1264.82
