country;glacier_name;glacier_id;year;id;original_id;time_system;begin_date;begin_date_unc;end_date_day_of_year;end_date;end_date_unc;epsg;easting;northing;latitude;longitude;elevation;balance_m;balance;balance_unc;density;density_unc;method;balance_code;remarks;source
US;WESTFORK;;2014;;WF1;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.605244;-147.079419;1971.166;nan;-1.310395;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF2;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.543695;-147.170405;1504.835;nan;-1.035;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF2;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.543695;-147.170405;1504.835;nan;0.844354;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF2;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.543695;-147.170405;1504.835;nan;-1.879354;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF4;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.509133;-147.374325;1220.638;nan;-2.601;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF4;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.509133;-147.374325;1220.638;nan;0.508634;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF4;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.509133;-147.374325;1220.638;nan;-3.109634;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF5;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.486549;-147.448925;1122.644;nan;-3.48975;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF5;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.486549;-147.448925;1122.644;nan;0.497641;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF5;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.486549;-147.448925;1122.644;nan;-3.987391;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF6;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.461137;-147.493921;1024.58;nan;-3.492;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF6;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.461137;-147.493921;1024.58;nan;0.338296;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF6;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.461137;-147.493921;1024.58;nan;-3.830296;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WF7;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.408383;-147.527687;874.343;nan;0;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFNorth;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.585815;-147.278316;1637.726;nan;-0.5904;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFNorth;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.585815;-147.278316;1637.726;nan;0.903161;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFNorth;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.585815;-147.278316;1637.726;nan;-1.493561;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFSouth;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.501098;-147.239445;1727.333;nan;0.1647;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFSouth;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.501098;-147.239445;1727.333;nan;1.194987;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFSouth;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.501098;-147.239445;1727.333;nan;-1.030287;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFTranA;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.5368;-147.240852;1408.626;nan;-1.5228;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFTranA;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.5368;-147.240852;1408.626;nan;0.677132;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFTranA;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.5368;-147.240852;1408.626;nan;-2.199932;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFTranB;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.528697;-147.236571;1413.139;nan;-1.494;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFTranB;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.528697;-147.236571;1413.139;nan;0.693994;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFTranB;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.528697;-147.236571;1413.139;nan;-2.187994;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFTranC;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.522346;-147.225642;1402.217;nan;-1.881;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFTranC;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.522346;-147.225642;1402.217;nan;0.792255;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;2014;;WFTranC;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.522346;-147.225642;1402.217;nan;-2.673255;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;NWTrib1;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.597556;-146.985831;2075;nan;0.745;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;NWTrib1;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.597556;-146.985831;2075;nan;1.890003;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;NWTrib1;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.597556;-146.985831;2075;nan;-1.145003;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;NWTrib2;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.553695;-146.9418;1411;nan;-2.412;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;NWTrib2;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.553695;-146.9418;1411;nan;0.66034;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;NWTrib2;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.553695;-146.9418;1411;nan;-3.07234;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;EUREKA;;2014;;EU1;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.341735;-146.362291;1417;nan;-2.187;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;EUREKA;;2014;;EU1;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.341735;-146.362291;1417;nan;0.805229;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;EUREKA;;2014;;EU1;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.341735;-146.362291;1417;nan;-2.992229;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;WESTFORK;;1981;;West Fork Glacier;;01.10.1980;;nan;03.08.1981;;nan;nan;nan;63.461134;-147.493886;1120;nan;-2.673;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;WESTFORK;;1981;;West Fork Glacier;;01.10.1980;;nan;03.09.1981;;nan;nan;nan;63.528697;-147.236537;1460;nan;-1.017;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;WESTFORK;;1981;;West Fork Glacier;;01.10.1980;;nan;05.08.1981;;nan;nan;nan;63.605243;-147.079394;1950;nan;1.515;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1981;;Main branch of Susitna Glacier;;01.10.1980;;nan;01.08.1981;;nan;nan;nan;63.501697;-147.021273;1110;nan;-2.736;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1981;;Main branch of Susitna Glacier;;01.10.1980;;nan;30.09.1981;;nan;nan;nan;63.510669;-146.744141;1530;nan;-1.341;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1981;;Main branch of Susitna Glacier;;01.10.1980;;nan;01.08.1981;;nan;nan;nan;63.474264;-146.70479;2010;nan;1.075;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1981;;Northwest tributary of Susitna Glacier;;01.10.1980;;nan;03.09.1981;;nan;nan;nan;63.545776;-146.890493;1400;nan;-2.187;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1981;;Northwest tributary of Susitna Glacier;;01.10.1980;;nan;12.09.1981;;nan;nan;nan;63.585858;-146.880547;2350;nan;-1.0225;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1981;;Turkey tributary of Susitna Glacier;;01.10.1980;;nan;02.09.1981;;nan;nan;nan;63.53925;-146.742034;1670;nan;-2.574;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1981;;Turkey tributary of Susitna Glacier;;01.10.1980;;nan;04.08.1981;;nan;nan;nan;63.574904;-146.71694;2200;nan;1.92;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;EASTFORK;;1981;;East Fork Glacier;;01.10.1980;;nan;05.08.1981;;nan;nan;nan;63.435891;-146.781645;1460;nan;-1.35;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;EASTFORK;;1981;;East Fork Glacier;;01.10.1980;;nan;05.08.1981;;nan;nan;nan;63.443169;-146.615099;1950;nan;1.34;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;EASTFORK;;1981;;Maclaren Glacier;;01.10.1980;;nan;02.08.1981;;nan;nan;nan;63.305364;-146.527377;1100;nan;-2.601;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;MACLAREN;;1981;;Maclaren Glacier;;01.10.1980;;nan;02.08.1981;;nan;nan;nan;63.354979;-146.549746;1430;nan;-0.846;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;MACLAREN;;1981;;Maclaren Glacier;;01.10.1980;;nan;03.08.1981;;nan;nan;nan;63.403237;-146.60112;1950;nan;1.76;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;WESTFORK;;1982;;West Fork Glacier;;03.08.1981;;nan;20.09.1982;;nan;nan;nan;63.461134;-147.493886;1120;nan;-4.365;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;WESTFORK;;1982;;West Fork Glacier;;03.09.1981;;nan;20.09.1982;;nan;nan;nan;63.528697;-147.236537;1460;nan;-1.53;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;WESTFORK;;1982;;West Fork Glacier;;05.08.1981;;nan;22.09.1982;;nan;nan;nan;63.605243;-147.079394;1950;nan;1.555;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1982;;Main branch of Susitna Glacier;;01.08.1981;;nan;20.09.1982;;nan;nan;nan;63.501697;-147.021273;1110;nan;-3.51;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1982;;Main branch of Susitna Glacier;;30.09.1981;;nan;20.09.1982;;nan;nan;nan;63.510669;-146.744141;1530;nan;-1.773;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1982;;Main branch of Susitna Glacier;;01.08.1981;;nan;21.09.1982;;nan;nan;nan;63.474264;-146.70479;2010;nan;0.72;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1982;;Northwest tributary of Susitna Glacier;;03.09.1981;;nan;20.09.1982;;nan;nan;nan;63.545776;-146.890493;1400;nan;-2.394;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1982;;Turkey tributary of Susitna Glacier;;02.09.1981;;nan;20.09.1982;;nan;nan;nan;63.53925;-146.742034;1670;nan;-0.7945;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1982;;Turkey tributary of Susitna Glacier;;04.08.1981;;nan;22.09.1982;;nan;nan;nan;63.574904;-146.71694;2200;nan;1.355;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;EASTFORK;;1982;;East Fork Glacier;;01.10.1982;;nan;22.09.1982;;nan;nan;nan;63.412698;-146.811379;1080;nan;-4.68;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;EASTFORK;;1982;;East Fork Glacier;;nan;;nan;nan;;nan;nan;nan;63.438194;-146.717989;1590;nan;0.063;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;EASTFORK;;1982;;East Fork Glacier;;01.10.1982;;nan;22.09.1982;;nan;nan;nan;63.435811;-146.596098;2050;nan;1.12;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;MACLAREN;;1982;;Maclaren Glacier;;02.08.1981;;nan;20.09.1982;;nan;nan;nan;63.305364;-146.527377;1100;nan;-3.726;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;MACLAREN;;1982;;Maclaren Glacier;;03.08.1981;;nan;22.09.1982;;nan;nan;nan;63.416019;-146.598679;2010;nan;1.86;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;WESTFORK;;1983;;West Fork Glacier;;20.09.1982;;nan;27.09.1983;;nan;nan;nan;63.461134;-147.493886;1120;nan;-4.122;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;WESTFORK;;1983;;West Fork Glacier;;22.09.1982;;nan;27.09.1983;;nan;nan;nan;63.605243;-147.079394;1950;nan;2.1275;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1983;;Main branch of Susitna Glacier;;20.09.1982;;nan;27.09.1983;;nan;nan;nan;63.501697;-147.021273;1110;nan;-3.159;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1983;;Main branch of Susitna Glacier;;21.09.1982;;nan;27.09.1983;;nan;nan;nan;63.474264;-146.70479;2010;nan;1.5025;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1983;;Northwest tributary of Susitna Glacier;;20.09.1982;;nan;27.09.1983;;nan;nan;nan;63.545776;-146.890493;1400;nan;-2.5585;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;SUSITNA;;1983;;Turkey tributary of Susitna Glacier;;22.09.1982;;nan;27.09.1983;;nan;nan;nan;63.574904;-146.71694;2200;nan;0.8025;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;EASTFORK;;1983;;East Fork Glacier;;22.09.1982;;nan;27.09.1983;;nan;nan;nan;63.412698;-146.811379;1080;nan;-3.5155;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;EASTFORK;;1983;;East Fork Glacier;;22.09.1982;;nan;27.09.1983;;nan;nan;nan;63.435811;-146.596098;2050;nan;0.3325;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;MACLAREN;;1983;;Maclaren Glacier;;20.09.1982;;nan;23.09.1983;;nan;nan;nan;63.305364;-146.527377;1100;nan;-3.096;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
US;MACLAREN;;1983;;Maclaren Glacier;;22.09.1982;;nan;24.09.1983;;nan;nan;nan;63.416019;-146.598679;2030;nan;1.992;;nan;;;annual;Date estimated from Clark et al. (1985) figs. 4 and likely correct within 5 days;https://doi.org/10.14509/30138
